state_city,mean_value
606,171.94033381750785
607,166.93835956858078
608,174.20020506214303
609,164.96297330248638
610,171.81044111364517
611,169.37026943982545
612,161.76505484755077
613,166.28550549132757
614,161.70329519089842
615,160.91303768016877
616,162.75486171450356
617,163.42584883896706
618,163.2764067788812
619,161.41816643553358
620,163.8862351050615
621,162.726213645834
622,158.15784454712156
623,163.55780162866665
624,161.99344540549066
625,161.98451836686408
626,162.1049690106409
627,163.95833810935332
628,167.17546257287268
629,164.91050549132757
630,166.29808059862373
631,169.06293038403146
632,163.16917501922455
633,160.20136386042628
634,168.16720077029754
635,170.4140248046323
636,158.9026943325293
637,158.9026943325293
638,160.63705055570526
639,169.2964282381087
640,159.33891750849497
641,163.28458274454647
642,160.61539819519024
643,159.11881021235763
644,160.92323081321598
645,156.8078445471216
646,157.7400333883233
647,157.36084883896706
648,158.6077801694392
649,158.87451836686404
650,156.60958274454646
651,157.03567716514732
652,156.58207201493275
