state_city,mean_value
264,159.51386608324313
265,154.53072882834115
266,151.63837588716467
267,156.1297484361843
268,153.07347392638036
269,155.92523863226273
270,154.87768961265488
271,156.27661118128233
272,153.98278765187058
273,153.92661118128234
274,153.1239641224588
275,153.1618072597137
276,158.1254347106941
277,159.31406216167449
278,156.22210137736076
279,162.65298373030194
280,158.99494451461567
281,168.42494451461567
282,161.57945431853724
283,167.83739549500783
284,165.29670922049803
285,156.90072882834116
286,159.74445431853724
287,154.0118072597137
288,146.59072882834116
289,141.49700333814508
290,143.02729745579214
291,147.19151314206664
292,142.05710137736077
293,149.0920033381451
294,142.7412190244196
295,141.05308176951763
296,146.1571013773608
297,142.86563078912548
298,153.44023863226272
299,153.2411209852039
300,151.9248464754
301,154.70935627932155
302,153.32690529892938
303,151.38935627932153
304,155.43063078912547
305,154.8774935342235
306,150.35004255383137
307,161.28857196559605
308,151.393277847949
309,150.9361209852039
310,153.261709220498
311,152.94857196559605
312,151.8540621616745
313,153.0575915734392
314,155.56504255383135
315,160.8538660832431
316,154.86670922049802
317,151.77494451461567
318,153.14817980873332
319,149.4747484361843
320,150.70445431853722
321,148.99347392638037
322,149.7490621616745
323,149.7276896126549
324,150.62102294598822
325,148.4590621616745
326,148.84661118128236
327,152.32170922049804
328,148.56484647539997
329,152.79729745579215
330,146.94131706363527
331,148.50141510285096
332,149.02229745579214
333,154.4276896126549
334,147.35219941657644
335,159.08533667147844
336,153.81592490677252
337,157.28063078912547
338,167.1516111812823
339,160.05484647539998
340,152.58200333814509
341,152.29151314206666
342,159.17631706363528
343,152.76955235775293
344,150.24700333814508
345,159.5308268675568
346,158.85680725971372
347,156.55219941657646
348,171.75925824010588
349,172.8661209852039
350,172.86308176951763
351,173.49278765187057
352,172.74494451461567
353,173.59592490677255
354,171.526415102851
355,173.6352386322627
356,174.28190529892942
357,174.17141510285097
358,172.19514059304703
359,172.96014059304702
360,172.56592490677252
361,171.46827784794903
362,153.56141510285096
363,151.65376804402743
364,150.73317980873333
365,153.9706307891255
366,152.62729745579213
367,149.4747484361843
368,151.8520033381451
369,151.26641510285094
370,152.26798373030195
371,151.75523863226272
372,150.6346503969686
373,150.9268072597137
374,164.23788569108626
375,159.71072882834116
376,183.01867000481175
377,187.96072882834116
378,164.19984647539997
379,159.08994451461564
380,187.13700333814506
381,187.08886608324312
382,160.27719941657645
383,180.85161118128232
384,186.45867000481178
385,158.18445431853723
386,174.7194543185372
387,187.5248464754
388,175.1269052989294
389,175.75072882834115
390,177.16347392638036
391,177.16347392638036
392,162.90416020089017
393,160.4876896126549
394,175.87798373030193
395,186.79817980873332
396,181.6271013773608
397,161.42788569108626
398,164.51367000481173
399,183.66229745579216
400,172.46386608324315
401,162.04719941657646
402,161.62004255383135
403,159.8683758871647
404,175.43288569108626
405,177.4675915734392
406,146.15131706363528
407,149.9519052989294
408,148.30425824010587
409,146.3675915734392
410,147.19719941657644
411,148.016709220498
412,147.5154347106941
413,146.68906216167449
414,144.53739549500784
415,144.35367000481176
416,147.01867000481175
417,145.66710137736078
418,145.8153366714784
419,147.4804347106941
420,154.98788569108626
421,149.79729745579215
422,149.47651314206664
423,151.4145523577529
424,151.43004255383136
425,149.42808176951763
426,150.56700333814507
427,149.87023863226273
428,155.1861209852039
429,154.4596503969686
430,153.10435627932156
431,151.66161118128235
432,153.5376896126549
433,157.14700333814505
434,155.7574935342235
435,152.6924935342235
436,152.05357196559606
437,153.17739549500783
438,153.58572882834116
439,151.96416020089018
440,152.90523863226275
441,152.17945431853724
442,154.36308176951763
443,156.84925824010585
444,152.4990621616745
445,152.82563078912546
446,147.59298373030194
447,148.09131706363527
448,145.85161118128235
449,149.1931798087333
450,145.5912190244196
451,149.2841602008902
452,145.6304347106941
453,146.08935627932155
454,147.7305327499098
455,150.52425824010587
456,145.08563078912545
457,145.5746503969686
458,146.39043471069408
459,148.52827784794903
460,148.1361209852039
461,160.60935627932156
462,161.43082686755685
463,160.91151314206667
464,161.1645523577529
465,159.4594543185372
466,165.03808176951765
467,163.2826896126549
468,154.3462190244196
469,161.30847392638037
470,157.28063078912547
471,154.7031798087333
472,155.47857196559607
473,155.28817980873333
474,157.46504255383138
475,162.8196503969686
476,156.38131706363527
477,157.83484647539998
478,157.35778765187058
479,159.77406216167452
480,153.4905327499098
481,152.07788569108624
482,158.67386608324313
483,155.8647484361843
484,156.47955235775294
485,158.45563078912545
486,153.7206307891255
487,156.2284739263804
488,164.1246503969686
489,153.32425824010585
490,174.2740621616745
491,163.02219941657643
492,153.19229745579213
493,159.75504255383134
494,158.10572882834117
495,158.62798373030193
496,156.1239641224588
497,152.33386608324312
498,158.18161118128234
499,151.05719941657645
500,153.38759157343918
501,163.93425824010586
502,155.96347392638037
503,154.0039641224588
504,164.23788569108626
505,151.75906216167448
506,163.16180725971373
507,165.6811209852039
508,147.20984647539998
509,147.86239549500783
510,151.13131706363527
511,150.3344543185372
512,149.40572882834118
513,150.61317980873332
514,147.9226896126549
515,150.8754347106941
516,150.48592490677254
517,144.31151314206664
518,144.95072882834117
519,152.08259157343917
520,149.73994451461567
521,154.73063078912548
522,146.8646503969686
523,148.9691602008902
524,143.98004255383137
525,142.0810229459882
526,147.6261209852039
527,145.63945431853722
528,148.1253366714784
529,141.67710137736077
530,151.13621902441957
531,151.54935627932156
532,146.34965039696863
533,147.98229745579215
534,148.23455235775293
535,147.21700333814508
536,143.48347392638038
537,144.59788569108625
538,144.5053366714784
539,148.6556307891255
540,148.40582686755684
541,144.87788569108625
542,144.54455235775293
543,143.9919052989294
544,146.993277847949
545,147.6712190244196
546,145.90778765187056
547,143.70298373030195
548,143.73916020089018
549,148.62082686755684
550,144.7276896126549
551,147.10229745579215
552,143.45131706363526
553,147.79112098520392
554,144.8597484361843
555,144.63425824010585
556,143.83014059304705
557,148.9269052989294
558,142.8761209852039
559,144.25072882834115
560,147.42798373030195
561,145.97592490677255
562,146.17710137736077
563,146.72504255383137
564,144.18141510285096
565,147.72602294598823
566,146.30308176951763
567,145.31700333814507
568,145.9211209852039
569,153.5218072597137
570,153.13435627932154
571,150.25425824010586
572,153.8947484361843
573,155.1076896126549
574,157.06710137736076
575,154.87170922049802
576,157.45504255383133
577,156.42494451461567
578,152.00229745579213
579,157.2060229459882
580,154.2433758871647
581,152.69406216167448
582,152.68778765187056
583,156.36131706363528
584,155.79514059304705
585,146.39357196559604
586,150.89670922049802
587,152.76514059304702
588,154.66514059304706
589,146.84317980873334
590,151.97955235775294
591,145.41857196559607
592,151.83867000481175
593,149.8054347106941
594,150.26053274990977
595,150.12435627932155
596,150.31700333814507
597,148.97367000481174
598,147.14014059304705
599,150.9333758871647
600,150.30631706363528
601,147.29749353422352
602,150.91965039696862
603,151.05719941657645
604,163.80955235775292
605,166.1596503969686
606,161.03239549500782
607,167.55768961265488
608,159.09425824010586
609,165.99141510285097
610,163.09925824010588
611,155.53572882834115
612,160.05151314206665
613,155.05886608324312
614,153.89200333814506
615,155.93631706363527
616,156.52935627932152
617,156.191709220498
618,154.68229745579214
619,157.22778765187059
620,155.70425824010584
621,151.74014059304704
622,156.40837588716468
623,154.8703366714784
624,155.12906216167448
625,155.06494451461566
626,157.06082686755684
627,161.01327784794898
628,158.6525915734392
629,160.55112098520388
630,162.90416020089017
631,157.23504255383136
632,154.2023954950078
633,162.32278765187056
634,163.44916020089016
635,153.13474843618428
636,153.23170922049803
637,154.67347392638038
638,163.27376804402743
639,153.7325915734392
640,157.37719941657645
641,155.01670922049803
642,152.00788569108624
643,152.92857196559606
644,149.7262190244196
645,150.59827784794902
646,150.24572882834116
647,151.53386608324314
648,151.6054347106941
649,149.55102294598822
650,149.98347392638038
651,149.47641510285098
