,Unnamed: 0,zpid,price,bedrooms,bathrooms,squarefeetarea,latitude,street_address,zipcode,link,longitude,half_bathroom,lot_area,home_type
0,0,347835861,115000,1,1.0,648,36.1402,"""1502 S Boulder Ave W #13K""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-W-13K-Tulsa-OK-74119/347835861_zpid/,-95.98875,0.0,33671.88,Condominium
1,1,22220618,123500,1,1.0,800,36.03306,"""2854 E 90th St S #1503""","""74137""",https://www.zillow.com/homedetails/2854-E-90th-St-S-1503-Tulsa-OK-74137/22220618_zpid/,-95.94716,0.0,,Condominium
2,2,347035882,101000,1,1.0,795,36.06883,"""7907 E 66th St S #B""","""74133""",https://www.zillow.com/homedetails/7907-E-66th-St-S-B-Tulsa-OK-74133/347035882_zpid/,-95.887794,0.0,,Condominium
3,3,22134770,107000,1,1.0,720,36.147675,"""410 W 7th St APT 825""","""74119""",https://www.zillow.com/homedetails/410-W-7th-St-APT-825-Tulsa-OK-74119/22134770_zpid/,-95.9941,0.0,,Condominium
4,4,22229427,61500,1,1.0,627,36.0647,"""4860 E 68th St UNIT 237""","""74136""",https://www.zillow.com/homedetails/4860-E-68th-St-UNIT-237-Tulsa-OK-74136/22229427_zpid/,-95.92318,0.0,43560.0,Condominium
5,5,2136614610,40000,1,1.0,806,36.066208,"""2215 E 67th St UNIT 1512""","""74136""",https://www.zillow.com/homedetails/2215-E-67th-St-UNIT-1512-Tulsa-OK-74136/2136614610_zpid/,-95.95994,0.0,,Condominium
6,6,22171660,125000,1,1.0,624,36.1402,"""1502 S Boulder Ave APT 17B""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-APT-17B-Tulsa-OK-74119/22171660_zpid/,-95.98875,0.0,33671.88,Condominium
7,7,22229521,74400,1,1.0,696,36.06569,"""4640 E 68th St UNIT 284""","""74136""",https://www.zillow.com/homedetails/4640-E-68th-St-UNIT-284-Tulsa-OK-74136/22229521_zpid/,-95.924866,0.0,,Condominium
8,8,22220588,126000,1,1.0,759,36.033417,"""2818 E 90th St UNIT 1105""","""74137""",https://www.zillow.com/homedetails/2818-E-90th-St-UNIT-1105-Tulsa-OK-74137/22220588_zpid/,-95.947205,0.0,,Condominium
9,9,22171723,138500,1,1.0,648,36.1402,"""1502 S Boulder Ave APT 22K""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-APT-22K-Tulsa-OK-74119/22171723_zpid/,-95.98875,0.0,,Condominium
10,10,342775630,132500,1,1.0,771,36.029476,"""4711 E 93rd Ct S #25-B""","""74137""",https://www.zillow.com/homedetails/4711-E-93rd-Ct-S-25-B-Tulsa-OK-74137/342775630_zpid/,-95.925095,0.0,,Condominium
11,11,343586172,115000,1,1.0,660,36.1402,"""1502 S Boulder Ave W #19-J""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-W-19-J-Tulsa-OK-74119/343586172_zpid/,-95.98875,0.0,33671.88,Condominium
12,12,22134669,98000,1,1.0,720,36.147675,"""410 W 7th St APT 1929""","""74119""",https://www.zillow.com/homedetails/410-W-7th-St-APT-1929-Tulsa-OK-74119/22134669_zpid/,-95.9941,0.0,,Condominium
13,13,2079384936,36500,1,1.0,488,36.0672,"""1802 E 66th Pl UNIT F308""","""74136""",https://www.zillow.com/homedetails/1802-E-66th-Pl-UNIT-F308-Tulsa-OK-74136/2079384936_zpid/,-95.96422,0.0,42340.32,Condominium
14,14,22167718,125000,1,1.0,761,36.107483,"""1324 E 38th St UNIT B""","""74105""",https://www.zillow.com/homedetails/1324-E-38th-St-UNIT-B-Tulsa-OK-74105/22167718_zpid/,-95.97446,0.0,,Condominium
15,15,2071641932,49000,1,1.0,562,36.06721,"""6639 S Victor Ave UNIT 107G""","""74136""",https://www.zillow.com/homedetails/6639-S-Victor-Ave-UNIT-107G-Tulsa-OK-74136/2071641932_zpid/,-95.964836,0.0,,Condominium
16,16,22164428,85000,1,1.0,888,36.070107,"""6380 S 80th East Ave #30D""","""74133""",https://www.zillow.com/homedetails/6380-S-80th-East-Ave-30D-Tulsa-OK-74133/22164428_zpid/,-95.88938,0.0,43560.0,Condominium
17,17,2097992905,107000,1,1.0,720,36.14709,"""450 W 7th St APT 905""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-905-Tulsa-OK-74119/2097992905_zpid/,-95.99437,0.0,,Condominium
18,18,22188945,75510,1,1.0,783,36.056274,"""7329 S Yale Ave E #205""","""74136""",https://www.zillow.com/homedetails/7329-S-Yale-Ave-E-205-Tulsa-OK-74136/22188945_zpid/,-95.92079,0.0,,Condominium
19,19,2099825829,40000,1,1.0,420,36.06633,"""6663 S Victor Ave #303""","""74136""",https://www.zillow.com/homedetails/6663-S-Victor-Ave-303-Tulsa-OK-74136/2099825829_zpid/,-95.964714,0.0,,Condominium
20,20,2052979364,119900,1,1.0,680,36.1402,"""1502 S Boulder Ave W #17H""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-W-17H-Tulsa-OK-74119/2052979364_zpid/,-95.98875,0.0,,Condominium
21,21,22167741,133000,1,1.0,761,36.1075,"""1410 E 38th St UNIT B""","""74105""",https://www.zillow.com/homedetails/1410-E-38th-St-UNIT-B-Tulsa-OK-74105/22167741_zpid/,-95.972725,0.0,,Condominium
22,22,2068470073,214900,1,1.0,996,36.15472,"""102 S Boulder Ave #9""","""74103""",https://www.zillow.com/homedetails/102-S-Boulder-Ave-9-Tulsa-OK-74103/2068470073_zpid/,-95.993355,0.0,43560.0,Condominium
23,23,22134744,125000,1,1.0,720,36.14709,"""450 W 7th St APT 1807""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-1807-Tulsa-OK-74119/22134744_zpid/,-95.99437,0.0,,Condominium
24,24,22171607,110000,1,1.0,684,36.1402,"""1502 S Boulder Ave APT 12E""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-APT-12E-Tulsa-OK-74119/22171607_zpid/,-95.98875,0.0,,Condominium
25,25,22164389,82500,1,1.0,888,36.06883,"""7907 E 66th St S #38-A""","""74133""",https://www.zillow.com/homedetails/7907-E-66th-St-S-38-A-Tulsa-OK-74133/22164389_zpid/,-95.887794,0.0,,Condominium
26,26,22220660,125000,1,1.0,800,36.033035,"""9001 S Delaware Ave""","""74137""",https://www.zillow.com/homedetails/9001-S-Delaware-Ave-Tulsa-OK-74137/22220660_zpid/,-95.94833,0.0,,Condominium
27,27,2131963016,125000,1,1.0,720,36.14709,"""450 W 7th St APT 2004""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-2004-Tulsa-OK-74119/2131963016_zpid/,-95.99437,0.0,,Condominium
28,28,2052964866,125000,1,1.0,759,36.033035,"""9001 S Delaware Ave UNIT 105""","""74137""",https://www.zillow.com/homedetails/9001-S-Delaware-Ave-UNIT-105-Tulsa-OK-74137/2052964866_zpid/,-95.94833,0.0,,Condominium
29,29,2055657349,52000,1,1.0,631,36.06468,"""6737 S Peoria Ave APT B115""","""74136""",https://www.zillow.com/homedetails/6737-S-Peoria-Ave-APT-B115-Tulsa-OK-74136/2055657349_zpid/,-95.974915,0.0,,Condominium
30,30,22134656,88000,1,1.0,720,36.147663,"""410 W 7th St APT 629""","""74119""",https://www.zillow.com/homedetails/410-W-7th-St-APT-629-Tulsa-OK-74119/22134656_zpid/,-95.99413,0.0,,Condominium
31,31,2054147752,50000,1,2.0,800,36.06763,"""2219 E 66th Pl S #903""","""74136""",https://www.zillow.com/homedetails/2219-E-66th-Pl-S-903-Tulsa-OK-74136/2054147752_zpid/,-95.96026,1.0,,Condominium
32,32,22188947,77500,1,1.0,783,36.056274,"""7329 S Yale Ave""","""74136""",https://www.zillow.com/homedetails/7329-S-Yale-Ave-Tulsa-OK-74136/22188947_zpid/,-95.920845,0.0,,Condominium
33,33,2071642244,77400,1,1.0,783,36.056274,"""7329 S Yale Ave APT 206""","""74136""",https://www.zillow.com/homedetails/7329-S-Yale-Ave-APT-206-Tulsa-OK-74136/2071642244_zpid/,-95.92079,0.0,,Condominium
34,34,22164370,86500,1,1.0,888,36.068325,"""7901 E 66th St S #22-H""","""74133""",https://www.zillow.com/homedetails/7901-E-66th-St-S-22-H-Tulsa-OK-74133/22164370_zpid/,-95.88836,0.0,,Condominium
35,35,2061116359,53500,1,1.0,762,36.066784,"""1804 E 66th Pl #203""","""74136""",https://www.zillow.com/homedetails/1804-E-66th-Pl-203-Tulsa-OK-74136/2061116359_zpid/,-95.964134,0.0,,Condominium
36,36,22163593,68000,1,1.0,631,36.065372,"""6737 S Peoria Ave #B""","""74136""",https://www.zillow.com/homedetails/6737-S-Peoria-Ave-B-Tulsa-OK-74136/22163593_zpid/,-95.97514,0.0,,Condominium
37,37,22229374,48000,1,1.0,784,36.065945,"""4346 E 67th St S UNIT 706""","""74136""",https://www.zillow.com/homedetails/4346-E-67th-St-S-UNIT-706-Tulsa-OK-74136/22229374_zpid/,-95.92939,0.0,,Condominium
38,38,22164727,81875,1,1.0,795,36.160538,"""6508 S Memorial Dr #14G""","""74133""",https://www.zillow.com/homedetails/6508-S-Memorial-Dr-14G-Tulsa-OK-74133/22164727_zpid/,-95.88707,0.0,,Condominium
39,39,2086969427,41000,1,1.0,762,36.067493,"""1808 E 66th Pl UNIT D206""","""74136""",https://www.zillow.com/homedetails/1808-E-66th-Pl-UNIT-D206-Tulsa-OK-74136/2086969427_zpid/,-95.963745,0.0,42340.32,Condominium
40,40,22190265,103000,1,1.0,651,36.1314,"""7 Woodward Blvd APT 217""","""74114""",https://www.zillow.com/homedetails/7-Woodward-Blvd-APT-217-Tulsa-OK-74114/22190265_zpid/,-95.98757,0.0,33671.88,Condominium
0,0,2061119106,45000,1,1.0,631,36.06468,"""6737 S Peoria Ave APT C-102""","""74136""",https://www.zillow.com/homedetails/6737-S-Peoria-Ave-APT-C-102-Tulsa-OK-74136/2061119106_zpid/,-95.974915,0.0,,Condominium
1,1,2098036434,72500,1,1.0,720,36.14709,"""450 W 7th St APT 807""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-807-Tulsa-OK-74119/2098036434_zpid/,-95.98875,0.0,10018.8,Condominium
2,2,2097855124,150000,1,1.0,946,36.03062,"""9121 S Florence Ave #8""","""74137""",https://www.zillow.com/homedetails/9121-S-Florence-Ave-8-Tulsa-OK-74137/2097855124_zpid/,-95.944214,0.0,,Condominium
3,3,2062505337,104600,1,1.0,888,36.07072,"""6354 S 80th Ave E""","""74133""",https://www.zillow.com/homedetails/6354-S-80th-Ave-E-Tulsa-OK-74133/2062505337_zpid/,-95.88891,0.0,,Condominium
4,4,22167785,150000,1,1.0,761,36.106728,"""1320 E 38th Pl UNIT B""","""74105""",https://www.zillow.com/homedetails/1320-E-38th-Pl-UNIT-B-Tulsa-OK-74105/22167785_zpid/,-95.974915,0.0,,Condominium
5,5,2057893719,55500,1,2.0,1080,36.068623,"""1802 E 66th Pl #208""","""74136""",https://www.zillow.com/homedetails/1802-E-66th-Pl-208-Tulsa-OK-74136/2057893719_zpid/,-95.965034,0.0,42340.32,Condominium
6,6,2085055364,80000,1,1.0,720,36.14689,"""410 W 7th St APT 1526""","""74119""",https://www.zillow.com/homedetails/410-W-7th-St-APT-1526-Tulsa-OK-74119/2085055364_zpid/,-95.99416,0.0,,Condominium
7,7,22134716,93000,1,1.0,720,36.14709,"""450 W 7th St""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-Tulsa-OK-74119/22134716_zpid/,-95.99437,0.0,,Condominium
8,8,22171588,105000,1,1.0,660,36.1402,"""1502 S Boulder Ave APT 10J""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-APT-10J-Tulsa-OK-74119/22171588_zpid/,-95.98875,0.0,33671.88,Condominium
9,9,2070621811,110000,1,1.0,720,36.14709,"""450 W 7th St APT 2005""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-2005-Tulsa-OK-74119/2070621811_zpid/,-95.99437,0.0,,Condominium
10,10,2057328866,80000,1,1.0,720,36.14709,"""450 W 7th St #805""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-805-Tulsa-OK-74119/2057328866_zpid/,-95.99437,0.0,34154524.800000004,Condominium
11,11,2061118247,86000,1,1.0,659,36.09797,"""4517 S Peoria Ave APT 8""","""74105""",https://www.zillow.com/homedetails/4517-S-Peoria-Ave-APT-8-Tulsa-OK-74105/2061118247_zpid/,-95.975204,0.0,,Condominium
12,12,22187750,86000,1,1.0,659,36.09794,"""4517 S Peoria Ave""","""74105""",https://www.zillow.com/homedetails/4517-S-Peoria-Ave-Tulsa-OK-74105/22187750_zpid/,-95.97509,0.0,,Condominium
13,13,2073544922,58000,1,1.0,780,36.064667,"""6732 S Lewis Ave UNIT 302""","""74136""",https://www.zillow.com/homedetails/6732-S-Lewis-Ave-UNIT-302-Tulsa-OK-74136/2073544922_zpid/,-95.95862,0.0,248596.0,Condominium
14,14,22134641,95000,1,1.0,720,36.147663,"""410 W 7th St APT 1022""","""74119""",https://www.zillow.com/homedetails/410-W-7th-St-APT-1022-Tulsa-OK-74119/22134641_zpid/,-95.99413,0.0,,Condominium
15,15,2056939210,222950,1,1.0,0,36.154354,"""120 S Boulder Ave #14""","""74103""",https://www.zillow.com/homedetails/120-S-Boulder-Ave-14-Tulsa-OK-74103/2056939210_zpid/,-95.9932,0.0,33671.88,Condominium
16,16,22163575,140000,1,1.0,631,36.065372,"""6737 S Peoria Ave BUILDING A""","""74136""",https://www.zillow.com/homedetails/6737-S-Peoria-Ave-BUILDING-A-Tulsa-OK-74136/22163575_zpid/,-95.97514,0.0,,Condominium
17,17,2061118849,96500,1,1.0,720,36.14709,"""450 W 7th St APT 1004""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-1004-Tulsa-OK-74119/2061118849_zpid/,-95.99437,0.0,,Condominium
18,18,2055476689,91000,1,1.0,720,36.14709,"""410 W 7th St APT 1025""","""74119""",https://www.zillow.com/homedetails/410-W-7th-St-APT-1025-Tulsa-OK-74119/2055476689_zpid/,-95.99437,0.0,,Condominium
19,19,22163564,38000,1,1.0,621,36.06468,"""6737 S Peoria Ave APT A104""","""74136""",https://www.zillow.com/homedetails/6737-S-Peoria-Ave-APT-A104-Tulsa-OK-74136/22163564_zpid/,-95.974915,0.0,52707.00000000001,Condominium
20,20,2101603527,40000,1,1.0,420,36.0672,"""1802 E 66th Pl UNIT F303""","""74136""",https://www.zillow.com/homedetails/1802-E-66th-Pl-UNIT-F303-Tulsa-OK-74136/2101603527_zpid/,-95.96422,0.0,,Condominium
21,21,2101603528,40000,1,1.0,420,36.0672,"""1802 E 66th Pl UNIT F306""","""74136""",https://www.zillow.com/homedetails/1802-E-66th-Pl-UNIT-F306-Tulsa-OK-74136/2101603528_zpid/,-95.96422,0.0,,Condominium
22,22,2093075482,126000,1,1.0,800,36.032757,"""2858 E 90th St UNIT 1905""","""74137""",https://www.zillow.com/homedetails/2858-E-90th-St-UNIT-1905-Tulsa-OK-74137/2093075482_zpid/,-95.94679,0.0,,Condominium
23,23,22171612,106300,1,1.0,648,36.1402,"""1502 S Boulder Ave APT 12K""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-APT-12K-Tulsa-OK-74119/22171612_zpid/,-95.98875,0.0,33671.88,Condominium
24,24,2095769692,75400,1,1.0,720,36.14709,"""450 W 7th St APT 1006""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-1006-Tulsa-OK-74119/2095769692_zpid/,-95.99437,0.0,,Condominium
25,25,22171668,95000,1,1.0,684,36.1402,"""1502 S Boulder Ave APT 17L""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-APT-17L-Tulsa-OK-74119/22171668_zpid/,-95.93766,0.0,33671.88,Condominium
26,26,22163572,45500,1,1.0,673,36.06468,"""6737 S Peoria Ave APT A112""","""74136""",https://www.zillow.com/homedetails/6737-S-Peoria-Ave-APT-A112-Tulsa-OK-74136/22163572_zpid/,-95.974915,0.0,,Condominium
27,27,2056197228,219000,1,1.0,828,36.15423,"""132 S Boulder Ave #11""","""74103""",https://www.zillow.com/homedetails/132-S-Boulder-Ave-11-Tulsa-OK-74103/2056197228_zpid/,-95.99317,0.0,,Condominium
28,28,22134746,99500,1,1.0,720,36.147663,"""410 W 7th St APT 224""","""74119""",https://www.zillow.com/homedetails/410-W-7th-St-APT-224-Tulsa-OK-74119/22134746_zpid/,-95.99413,0.0,,Condominium
29,29,2071722698,109100,1,1.0,636,36.09797,"""4517 S Peoria Ave APT 15""","""74105""",https://www.zillow.com/homedetails/4517-S-Peoria-Ave-APT-15-Tulsa-OK-74105/2071722698_zpid/,-95.975204,0.0,,Condominium
30,30,22171704,150000,1,1.0,624,36.1402,"""1502 S Boulder Ave SUITE 21C""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-SUITE-21C-Tulsa-OK-74119/22171704_zpid/,-95.98875,0.0,33671.88,Condominium
31,31,2086174089,53000,1,1.0,906,36.066162,"""2212 E 66th Pl #11""","""74136""",https://www.zillow.com/homedetails/2212-E-66th-Pl-11-Tulsa-OK-74136/2086174089_zpid/,-95.959595,0.0,,Condominium
32,32,2088868566,47000,1,1.0,738,36.066025,"""2205 E 67th St UNIT 2011""","""74136""",https://www.zillow.com/homedetails/2205-E-67th-St-UNIT-2011-Tulsa-OK-74136/2088868566_zpid/,-95.96083,0.0,26564630.4,Condominium
33,33,22188955,75000,1,1.0,783,36.056274,"""7333 S Yale Ave""","""74136""",https://www.zillow.com/homedetails/7333-S-Yale-Ave-Tulsa-OK-74136/22188955_zpid/,-95.920845,0.0,,Condominium
34,34,22171681,110000,1,1.0,624,36.1402,"""1502 S Boulder Ave APT 19B""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-APT-19B-Tulsa-OK-74119/22171681_zpid/,-95.98875,0.0,33671.88,Condominium
35,35,2071642120,75000,1,1.0,783,36.056274,"""7333 S Yale Ave APT 210""","""74136""",https://www.zillow.com/homedetails/7333-S-Yale-Ave-APT-210-Tulsa-OK-74136/2071642120_zpid/,-95.92079,0.0,,Condominium
36,36,2098751437,96450,1,1.0,720,36.14709,"""450 W 7th St APT 502""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-502-Tulsa-OK-74119/2098751437_zpid/,-95.99437,0.0,,Condominium
37,37,2056233865,100000,1,1.0,659,36.09797,"""4517 S Peoria Ave APT 24""","""74105""",https://www.zillow.com/homedetails/4517-S-Peoria-Ave-APT-24-Tulsa-OK-74105/2056233865_zpid/,-95.975204,0.0,,Condominium
38,38,2057206517,47000,1,1.0,836,36.06641,"""2217 E 67th St #1502""","""74136""",https://www.zillow.com/homedetails/2217-E-67th-St-1502-Tulsa-OK-74136/2057206517_zpid/,-95.959694,0.0,26564630.4,Condominium
39,39,22171687,129000,1,1.0,680,36.1402,"""1502 S Boulder Ave APT 19H""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-APT-19H-Tulsa-OK-74119/22171687_zpid/,-95.98875,0.0,,Condominium
40,40,2056378568,163000,1,1.0,759,36.107334,"""1340 E 38th Pl S #D""","""74105""",https://www.zillow.com/homedetails/1340-E-38th-Pl-S-D-Tulsa-OK-74105/2056378568_zpid/,-95.8494,0.0,,Condominium
0,0,2061103909,22200,1,1.0,562,36.066216,"""1730 E 67th St UNIT K-101""","""74136""",https://www.zillow.com/homedetails/1730-E-67th-St-UNIT-K-101-Tulsa-OK-74136/2061103909_zpid/,-95.965294,0.0,42340.32,Condominium
1,1,22164451,110000,1,1.0,795,36.070103,"""6384 S 80th Ave E #32-G""","""74133""",https://www.zillow.com/homedetails/6384-S-80th-Ave-E-32-G-Tulsa-OK-74133/22164451_zpid/,-95.88938,0.0,,Condominium
2,2,2088686866,110000,1,1.0,795,36.070107,"""6384 S 80th East Ave #32G""","""74133""",https://www.zillow.com/homedetails/6384-S-80th-East-Ave-32G-Tulsa-OK-74133/2088686866_zpid/,-95.88938,0.0,,Condominium
3,3,2104667341,115000,1,1.0,684,36.1402,"""1502 S Boulder Ave APT 18L""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-APT-18L-Tulsa-OK-74119/2104667341_zpid/,-95.98875,0.0,33671.88,Condominium
4,4,2080372223,40000,1,1.0,738,36.06716,"""2207 E 66th Pl UNIT 605""","""74136""",https://www.zillow.com/homedetails/2207-E-66th-Pl-UNIT-605-Tulsa-OK-74136/2080372223_zpid/,-95.9679,0.0,,Condominium
5,5,22134620,96500,1,1.0,720,36.147182,"""450 W 7th St""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-Tulsa-OK-74119/22134620_zpid/,-95.99451,0.0,,Condominium
6,6,315132023,120000,1,1.0,720,36.14709,"""450 W 7th St APT 1506""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-1506-Tulsa-OK-74119/315132023_zpid/,-95.99437,0.0,34154524.800000004,Condominium
7,7,2068959242,96500,1,1.0,720,36.14709,"""450 W 7th St APT 809""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-809-Tulsa-OK-74119/2068959242_zpid/,-95.99437,0.0,,Condominium
8,8,22188968,77500,1,1.0,728,36.056274,"""7439 S Yale Ave""","""74136""",https://www.zillow.com/homedetails/7439-S-Yale-Ave-Tulsa-OK-74136/22188968_zpid/,-95.920845,0.0,,Condominium
9,9,2139309743,77500,1,1.0,728,36.056274,"""7439 S Yale Ave APT 141""","""74136""",https://www.zillow.com/homedetails/7439-S-Yale-Ave-APT-141-Tulsa-OK-74136/2139309743_zpid/,-95.92079,0.0,,Condominium
10,10,22108611,92000,1,1.0,605,36.095463,"""1313 E 48th St S #14""","""74105""",https://www.zillow.com/homedetails/1313-E-48th-St-S-14-Tulsa-OK-74105/22108611_zpid/,-95.97479,0.0,,Condominium
11,11,2057538358,92500,1,1.0,720,36.14709,"""450 W 7th St APT 1007""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-1007-Tulsa-OK-74119/2057538358_zpid/,-95.99437,0.0,,Condominium
12,12,2136614582,75000,1,1.0,720,36.147663,"""410 W 7th St APT 1622""","""74119""",https://www.zillow.com/homedetails/410-W-7th-St-APT-1622-Tulsa-OK-74119/2136614582_zpid/,-95.99413,0.0,34154524.800000004,Condominium
13,13,2061122425,35000,1,1.0,488,36.0672,"""1802 E 66th Pl UNIT F304""","""74136""",https://www.zillow.com/homedetails/1802-E-66th-Pl-UNIT-F304-Tulsa-OK-74136/2061122425_zpid/,-95.96422,0.0,,Condominium
14,14,2091047797,94500,1,1.0,795,36.070087,"""6369 S 80th Ave E #G""","""74133""",https://www.zillow.com/homedetails/6369-S-80th-Ave-E-G-Tulsa-OK-74133/2091047797_zpid/,-95.887405,0.0,,Condominium
15,15,22220043,118000,1,1.0,771,36.029556,"""4703 E 93rd Ct #27-B""","""74137""",https://www.zillow.com/homedetails/4703-E-93rd-Ct-27-B-Tulsa-OK-74137/22220043_zpid/,-95.92417,0.0,,Condominium
16,16,2092739566,48000,1,1.0,738,36.06742,"""2203 E 66th Pl UNIT 705""","""74136""",https://www.zillow.com/homedetails/2203-E-66th-Pl-UNIT-705-Tulsa-OK-74136/2092739566_zpid/,-95.958984,0.0,26564630.4,Condominium
17,17,22171656,126000,1,1.0,648,36.1402,"""1502 S Boulder Ave APT 16K""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-APT-16K-Tulsa-OK-74119/22171656_zpid/,-95.98875,0.0,33671.88,Condominium
18,18,2101603525,38000,1,1.0,562,36.067192,"""1808 E 66th Pl UNIT D104""","""74136""",https://www.zillow.com/homedetails/1808-E-66th-Pl-UNIT-D104-Tulsa-OK-74136/2101603525_zpid/,-95.96355,0.0,,Condominium
19,19,2059012710,55000,1,1.0,500,36.147663,"""410 W 7th St APT 1221""","""74119""",https://www.zillow.com/homedetails/410-W-7th-St-APT-1221-Tulsa-OK-74119/2059012710_zpid/,-95.99413,0.0,,Condominium
20,20,22112217,45000,1,1.0,562,36.067604,"""1904 E 66th Pl UNIT C112""","""74136""",https://www.zillow.com/homedetails/1904-E-66th-Pl-UNIT-C112-Tulsa-OK-74136/22112217_zpid/,-95.96286,0.0,,Condominium
21,21,22171589,97500,1,1.0,648,36.1402,"""1502 S Boulder Ave APT 10K""","""74119""",https://www.zillow.com/homedetails/1502-S-Boulder-Ave-APT-10K-Tulsa-OK-74119/22171589_zpid/,-95.98875,0.0,33671.88,Condominium
22,22,2071721198,50000,1,1.0,756,36.064785,"""6803 S Sandusky Ave UNIT 464""","""74136""",https://www.zillow.com/homedetails/6803-S-Sandusky-Ave-UNIT-464-Tulsa-OK-74136/2071721198_zpid/,-95.92758,0.0,,Condominium
23,23,22188954,160000,1,1.0,728,36.056274,"""7333 S Yale Ave""","""74136""",https://www.zillow.com/homedetails/7333-S-Yale-Ave-Tulsa-OK-74136/22188954_zpid/,-95.920845,0.0,,Condominium
24,24,22112248,39500,1,1.0,762,36.067192,"""1808 E 66th Pl""","""74136""",https://www.zillow.com/homedetails/1808-E-66th-Pl-Tulsa-OK-74136/22112248_zpid/,-95.96355,,42340.32,Condominium
25,25,2101603530,39900,1,1.0,562,36.0672,"""1802 E 66th Pl UNIT F112""","""74136""",https://www.zillow.com/homedetails/1802-E-66th-Pl-UNIT-F112-Tulsa-OK-74136/2101603530_zpid/,-95.96422,0.0,,Condominium
26,26,2071633034,43400,1,1.0,621,36.06468,"""6737 S Peoria Ave APT C114""","""74136""",https://www.zillow.com/homedetails/6737-S-Peoria-Ave-APT-C114-Tulsa-OK-74136/2071633034_zpid/,-95.974915,0.0,52707.00000000001,Condominium
27,27,22163597,55000,1,1.0,673,36.06468,"""6737 S Peoria Ave APT B105""","""74136""",https://www.zillow.com/homedetails/6737-S-Peoria-Ave-APT-B105-Tulsa-OK-74136/22163597_zpid/,-95.974915,0.0,,Condominium
28,28,2082699934,126000,1,1.0,800,36.033035,"""9031 S Delaware Ave UNIT 704""","""74137""",https://www.zillow.com/homedetails/9031-S-Delaware-Ave-UNIT-704-Tulsa-OK-74137/2082699934_zpid/,-95.94833,0.0,,Condominium
29,29,22134885,197000,1,1.0,1156,36.147663,"""410 W 7th St APT 1328""","""74119""",https://www.zillow.com/homedetails/410-W-7th-St-APT-1328-Tulsa-OK-74119/22134885_zpid/,-95.99413,0.0,33671.88,Condominium
30,30,2057743125,39900,1,1.0,562,36.067493,"""1808 E 66th Pl UNIT D108""","""74136""",https://www.zillow.com/homedetails/1808-E-66th-Pl-UNIT-D108-Tulsa-OK-74136/2057743125_zpid/,-95.963745,0.0,,Condominium
31,31,2058730098,75000,1,1.0,720,36.14709,"""450 W 7th St APT 709""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-APT-709-Tulsa-OK-74119/2058730098_zpid/,-95.99437,0.0,34154524.800000004,Condominium
32,32,22188971,88000,1,1.0,783,36.056274,"""7439 S Yale Ave APT 242""","""74136""",https://www.zillow.com/homedetails/7439-S-Yale-Ave-APT-242-Tulsa-OK-74136/22188971_zpid/,-95.92079,0.0,,Condominium
33,33,22134611,219500,1,1.0,720,36.146954,"""450 W 7th St S""","""74119""",https://www.zillow.com/homedetails/450-W-7th-St-S-Tulsa-OK-74119/22134611_zpid/,-95.994225,0.0,33671.88,Condominium
34,34,2090884744,219300,1,2.0,0,36.14709,"""450 W 7th Street ##1801-1802""","""74119""",https://www.zillow.com/homedetails/450-W-7th-Street-1801-1802-Tulsa-OK-74119/2090884744_zpid/,-95.99437,1.0,,Condominium
35,35,2059817019,95000,1,1.0,720,36.147663,"""410 W 7th St APT 1624""","""74119""",https://www.zillow.com/homedetails/410-W-7th-St-APT-1624-Tulsa-OK-74119/2059817019_zpid/,-95.99413,0.0,,Condominium
