,zpid,price,bedrooms,squarefeetarea,latitude,street_address,zipcode,link,longitude,full_bathroom,half_bathroom,quarter_bathroom,three_quarter_bathroom,year_built,lot_area,stories,home_type,full_address
97,22127661,89000,1,576,36.098118,4510 S Waco Ave,74107,https://www.zillow.com/homedetails/4510-S-Waco-Ave-Tulsa-OK-74107/22127661_zpid/,-96.014145,1.0,0.0,0.0,0.0,1940.0,12545.28,1.0,SingleFamily,"4510 S Waco Ave,Tulsa,OK"
98,22107554,75000,1,646,36.164894,716 N Quincy Ave,74106,https://www.zillow.com/homedetails/716-N-Quincy-Ave-Tulsa-OK-74106/22107554_zpid/,-95.97354,0.0,0.0,0.0,0.0,1930.0,9191.16,1.0,SingleFamily,"716 N Quincy Ave,Tulsa,OK"
99,22178015,28300,1,674,36.18749,2320 N Atlanta Pl,74110,https://www.zillow.com/homedetails/2320-N-Atlanta-Pl-Tulsa-OK-74110/22178015_zpid/,-95.98497,1.0,0.0,0.0,0.0,1935.0,10454.4,1.0,SingleFamily,"2320 N Atlanta Pl,Tulsa,OK"
100,22146327,195000,4,1519,36.167877,924 N Urbana Ave,74115,https://www.zillow.com/homedetails/924-N-Urbana-Ave-Tulsa-OK-74115/22146327_zpid/,-95.926704,2.0,0.0,0.0,0.0,1949.0,7492.32,1.0,SingleFamily,"924 N Urbana Ave,Tulsa,OK"
101,22221722,405000,4,2397,36.017036,4305 E 101st Pl S,74137,https://www.zillow.com/homedetails/4305-E-101st-Pl-S-Tulsa-OK-74137/22221722_zpid/,-95.92798,3.0,0.0,0.0,0.0,1975.0,12545.28,1.0,SingleFamily,"4305 E 101st Pl S,Tulsa,OK"
102,78487148,205000,4,1635,36.17198,1214 N Tacoma Ave,74127,https://www.zillow.com/homedetails/1214-N-Tacoma-Ave-Tulsa-OK-74127/78487148_zpid/,-96.00966,2.0,0.0,0.0,0.0,1960.0,10585.08,1.0,SingleFamily,"1214 N Tacoma Ave,Tulsa,OK"
103,22127014,289923,4,1813,36.14899,2413 E 10th St,74104,https://www.zillow.com/homedetails/2413-E-10th-St-Tulsa-OK-74104/22127014_zpid/,-95.957504,2.0,0.0,0.0,0.0,2024.0,12545.28,1.0,SingleFamily,"2413 E 10th St,Tulsa,OK"
104,22188417,298500,4,2052,36.135544,9410 E 17th Pl,74112,https://www.zillow.com/homedetails/9410-E-17th-Pl-Tulsa-OK-74112/22188417_zpid/,-95.87195,2.0,1.0,0.0,0.0,1952.0,9191.16,1.0,SingleFamily,"9410 E 17th Pl,Tulsa,OK"
105,22222441,425000,4,3543,36.037277,3427 E 87th Pl S,74137,https://www.zillow.com/homedetails/3427-E-87th-Pl-S-Tulsa-OK-74137/22222441_zpid/,-95.938286,2.0,1.0,0.0,0.0,1985.0,10454.4,1.0,SingleFamily,"3427 E 87th Pl S,Tulsa,OK"
106,22229077,585000,4,3407,36.01459,10218 S Canton Ave,74137,https://www.zillow.com/homedetails/10218-S-Canton-Ave-Tulsa-OK-74137/22229077_zpid/,-95.91852,3.0,1.0,0.0,0.0,1991.0,20168.28,1.0,SingleFamily,"10218 S Canton Ave,Tulsa,OK"
107,22153434,324950,4,2714,36.067463,6720 E 66th St,74133,https://www.zillow.com/homedetails/6720-E-66th-St-Tulsa-OK-74133/22153434_zpid/,-95.90241,3.0,0.0,0.0,0.0,1966.0,34543.08,2.0,SingleFamily,"6720 E 66th St,Tulsa,OK"
108,347315441,499500,4,2957,36.100563,4361 S 173rd East Ave,74134,https://www.zillow.com/homedetails/4361-S-173rd-East-Ave-Tulsa-OK-74134/347315441_zpid/,-95.784294,3.0,0.0,0.0,0.0,2014.0,6185.52,2.0,SingleFamily,"4361 S 173rd East Ave,Tulsa,OK"
109,22138342,78000,4,1542,36.18805,349 E Young St,74106,https://www.zillow.com/homedetails/349-E-Young-St-Tulsa-OK-74106/22138342_zpid/,-95.98924,2.0,0.0,0.0,0.0,1940.0,17511.12,1.0,SingleFamily,"349 E Young St,Tulsa,OK"
110,22175387,482000,4,2489,36.135273,1579 E 19th St,74120,https://www.zillow.com/homedetails/1579-E-19th-St-Tulsa-OK-74120/22175387_zpid/,-95.96849,2.0,1.0,0.0,0.0,1950.0,27007.2,2.0,SingleFamily,"1579 E 19th St,Tulsa,OK"
111,22239472,430000,4,3347,36.038475,5116 E 86th St,74137,https://www.zillow.com/homedetails/5116-E-86th-St-Tulsa-OK-74137/22239472_zpid/,-95.91826,2.0,1.0,0.0,0.0,1988.0,8842.68,2.0,SingleFamily,"5116 E 86th St,Tulsa,OK"
112,349639701,270000,4,2396,36.063564,6784 S 67th East Ave,74133,https://www.zillow.com/homedetails/6784-S-67th-East-Ave-Tulsa-OK-74133/349639701_zpid/,-95.90202,2.0,0.0,0.0,0.0,1967.0,7753.68,1.0,SingleFamily,"6784 S 67th East Ave,Tulsa,OK"
113,22120460,425000,4,5043,36.07912,2916 E 57th Pl,74105,https://www.zillow.com/homedetails/2916-E-57th-Pl-Tulsa-OK-74105/22120460_zpid/,-95.94454,4.0,1.0,0.0,0.0,1966.0,15289.56,2.0,SingleFamily,"2916 E 57th Pl,Tulsa,OK"
114,22174916,627000,4,2042,36.125305,2640 S Cincinnati Ave,74114,https://www.zillow.com/homedetails/2640-S-Cincinnati-Ave-Tulsa-OK-74114/22174916_zpid/,-95.98162,3.0,1.0,0.0,0.0,1939.0,58413.96,1.0,SingleFamily,"2640 S Cincinnati Ave,Tulsa,OK"
115,22182197,165900,4,1331,36.158478,2833 E 1st Pl,74104,https://www.zillow.com/homedetails/2833-E-1st-Pl-Tulsa-OK-74104/22182197_zpid/,-95.94773,2.0,0.0,0.0,0.0,1949.0,9016.92,1.0,SingleFamily,"2833 E 1st Pl,Tulsa,OK"
116,22221930,700000,4,4786,36.010506,10604 S Hudson Pl,74137,https://www.zillow.com/homedetails/10604-S-Hudson-Pl-Tulsa-OK-74137/22221930_zpid/,-95.912994,3.0,1.0,0.0,0.0,1991.0,3789.72,2.0,SingleFamily,"10604 S Hudson Pl,Tulsa,OK"
117,22227123,625000,4,4455,36.034702,8838 S Quebec Ave,74137,https://www.zillow.com/homedetails/8838-S-Quebec-Ave-Tulsa-OK-74137/22227123_zpid/,-95.93075,3.0,2.0,0.0,0.0,1983.0,10497.96,2.0,SingleFamily,"8838 S Quebec Ave,Tulsa,OK"
118,22230317,355000,4,2825,36.036854,8715 S Pittsburg Ave,74137,https://www.zillow.com/homedetails/8715-S-Pittsburg-Ave-Tulsa-OK-74137/22230317_zpid/,-95.93125,2.0,1.0,0.0,0.0,1993.0,10280.16,2.0,SingleFamily,"8715 S Pittsburg Ave,Tulsa,OK"
119,94724941,1100000,4,4850,36.047745,621 W 80th St,74132,https://www.zillow.com/homedetails/621-W-80th-St-Tulsa-OK-74132/94724941_zpid/,-95.99784,4.0,1.0,0.0,0.0,2013.0,18687.24,2.0,SingleFamily,"621 W 80th St,Tulsa,OK"
120,347683477,1012500,4,4591,36.12804,1360 E 25th St S,74114,https://www.zillow.com/homedetails/1360-E-25th-St-S-Tulsa-OK-74114/347683477_zpid/,-95.97316,3.0,2.0,0.0,0.0,1930.0,7013.16,2.0,SingleFamily,"1360 E 25th St S,Tulsa,OK"
121,2067200021,425000,4,3203,36.100235,18506 E 43rd Pl S,74134,https://www.zillow.com/homedetails/18506-E-43rd-Pl-S-Tulsa-OK-74134/2067200021_zpid/,-95.769936,3.0,1.0,0.0,0.0,2013.0,8276.4,2.0,SingleFamily,"18506 E 43rd Pl S,Tulsa,OK"
122,370667292,610000,4,3446,35.985325,5319 E 123rd St,74008,https://www.zillow.com/homedetails/5319-E-123rd-St-Bixby-OK-74008/370667292_zpid/,-95.91639,3.0,1.0,0.0,0.0,2024.0,18077.4,2.0,SingleFamily,"5319 E 123rd St,Tulsa,OK"
123,22146287,200000,4,1540,36.16808,4620 E King St,74115,https://www.zillow.com/homedetails/4620-E-King-St-Tulsa-OK-74115/22146287_zpid/,-95.925514,2.0,0.0,0.0,0.0,1949.0,8581.32,1.0,SingleFamily,"4620 E King St,Tulsa,OK"
124,22219200,350000,4,2374,36.040257,8431 S Sandusky Ave,74137,https://www.zillow.com/homedetails/8431-S-Sandusky-Ave-Tulsa-OK-74137/22219200_zpid/,-95.928024,2.0,0.0,0.0,0.0,1975.0,6664.68,1.0,SingleFamily,"8431 S Sandusky Ave,Tulsa,OK"
125,89358506,584000,4,4042,36.012844,9487 E 105th St S,74133,https://www.zillow.com/homedetails/9487-E-105th-St-S-Tulsa-OK-74133/89358506_zpid/,-95.871506,3.0,1.0,0.0,0.0,2011.0,17772.48,2.0,SingleFamily,"9487 E 105th St S,Tulsa,OK"
126,22124862,290000,4,1632,36.23118,1730 E 54th St N,74130,https://www.zillow.com/homedetails/1730-E-54th-St-N-Tulsa-OK-74130/22124862_zpid/,-95.96579,2.0,0.0,0.0,0.0,1950.0,13939.2,1.0,SingleFamily,"1730 E 54th St N,Tulsa,OK"
127,22222433,400000,4,2802,36.037678,3430 E 87th St S,74137,https://www.zillow.com/homedetails/3430-E-87th-St-S-Tulsa-OK-74137/22222433_zpid/,-95.938,2.0,1.0,0.0,0.0,1985.0,96964.56,1.0,SingleFamily,"3430 E 87th St S,Tulsa,OK"
128,351329328,389000,4,2748,36.01419,10923 S 86th East Ave,74133,https://www.zillow.com/homedetails/10923-S-86th-East-Ave-Tulsa-OK-74133/351329328_zpid/,-95.8813,3.0,0.0,0.0,0.0,2002.0,15115.32,2.0,SingleFamily,"10923 S 86th East Ave,Tulsa,OK"
129,387141372,299000,4,2556,36.050396,7839 S 69th East Pl,74133,https://www.zillow.com/homedetails/7839-S-69th-East-Pl-Tulsa-OK-74133/387141372_zpid/,-95.89901,2.0,1.0,0.0,0.0,1975.0,8581.32,2.0,SingleFamily,"7839 S 69th East Pl,Tulsa,OK"
130,22161030,425000,4,2150,36.115955,1336 E 32nd Pl,74105,https://www.zillow.com/homedetails/1336-E-32nd-Pl-Tulsa-OK-74105/22161030_zpid/,-95.973816,3.0,0.0,0.0,0.0,1952.0,7013.16,1.0,SingleFamily,"1336 E 32nd Pl,Tulsa,OK"
131,22202474,247000,4,2103,36.00709,8305 E 109th St S,74133,https://www.zillow.com/homedetails/8305-E-109th-St-S-Tulsa-OK-74133/22202474_zpid/,-95.884384,2.0,0.0,0.0,0.0,1980.0,8537.76,1.0,SingleFamily,"8305 E 109th St S,Tulsa,OK"
132,22222579,268000,4,1917,36.028297,7004 E 93rd St,74133,https://www.zillow.com/homedetails/7004-E-93rd-St-Tulsa-OK-74133/22222579_zpid/,-95.89888,2.0,0.0,0.0,0.0,1976.0,13982.76,1.0,SingleFamily,"7004 E 93rd St,Tulsa,OK"
133,22233398,317000,4,2942,36.03783,8624 S 67th Ave E,74133,https://www.zillow.com/homedetails/8624-S-67th-Ave-E-Tulsa-OK-74133/22233398_zpid/,-95.90173,0.0,0.0,0.0,0.0,1978.0,7884.36,1.0,SingleFamily,"8624 S 67th Ave E,Tulsa,OK"
134,353486431,395000,4,3923,36.043198,8324 S 87th East Ave,74133,https://www.zillow.com/homedetails/8324-S-87th-East-Ave-Tulsa-OK-74133/353486431_zpid/,-95.87975,4.0,1.0,0.0,0.0,1997.0,8842.68,2.0,SingleFamily,"8324 S 87th East Ave,Tulsa,OK"
135,22152284,223500,4,2928,36.079388,5823 S Irvington Ave,74135,https://www.zillow.com/homedetails/5823-S-Irvington-Ave-Tulsa-OK-74135/22152284_zpid/,-95.9113,3.0,0.0,0.0,0.0,1962.0,9104.04,1.0,SingleFamily,"5823 S Irvington Ave,Tulsa,OK"
136,22225375,345000,4,3031,36.011696,6706 E 105th St S,74133,https://www.zillow.com/homedetails/6706-E-105th-St-S-Tulsa-OK-74133/22225375_zpid/,-95.90158,3.0,0.0,0.0,0.0,1999.0,11717.639999999998,1.0,SingleFamily,"6706 E 105th St S,Tulsa,OK"
137,22225660,527500,4,4277,36.021626,3931 98th St S,74137,https://www.zillow.com/homedetails/3931-98th-St-S-Tulsa-OK-74137/22225660_zpid/,-95.932014,3.0,2.0,0.0,0.0,1981.0,2178.0,2.0,SingleFamily,"3931 98th St S,Tulsa,OK"
138,22235397,474000,4,3610,36.04692,5618 E 80th Pl,74136,https://www.zillow.com/homedetails/5618-E-80th-Pl-Tulsa-OK-74136/22235397_zpid/,-95.91309,3.0,1.0,0.0,0.0,1993.0,7666.56,1.0,SingleFamily,"5618 E 80th Pl,Tulsa,OK"
139,94723913,289000,4,1987,36.18364,2026 N Kenosha Ct E,74106,https://www.zillow.com/homedetails/2026-N-Kenosha-Ct-E-Tulsa-OK-74106/94723913_zpid/,-95.98208,2.0,0.0,0.0,0.0,2018.0,7187.4,1.0,SingleFamily,"2026 N Kenosha Ct E,Tulsa,OK"
140,22105039,1275000,4,4369,36.117184,1843 E 32nd St,74105,https://www.zillow.com/homedetails/1843-E-32nd-St-Tulsa-OK-74105/22105039_zpid/,-95.96405,4.0,2.0,0.0,0.0,1930.0,7492.32,2.0,SingleFamily,"1843 E 32nd St,Tulsa,OK"
141,22147673,130000,4,1080,36.18736,3804 E Xyler St,74115,https://www.zillow.com/homedetails/3804-E-Xyler-St-Tulsa-OK-74115/22147673_zpid/,-95.93395,2.0,0.0,0.0,0.0,1951.0,12545.28,1.0,SingleFamily,"3804 E Xyler St,Tulsa,OK"
142,295334178,565000,4,2900,36.035744,910 W 88th St S,74132,https://www.zillow.com/homedetails/910-W-88th-St-S-Tulsa-OK-74132/295334178_zpid/,-96.00306,3.0,0.0,0.0,0.0,2024.0,10585.08,2.0,SingleFamily,"910 W 88th St S,Tulsa,OK"
143,22224289,490000,4,3745,36.004154,10949 S Urbana Ave,74137,https://www.zillow.com/homedetails/10949-S-Urbana-Ave-Tulsa-OK-74137/22224289_zpid/,-95.9245,3.0,1.0,0.0,0.0,1987.0,12545.28,2.0,SingleFamily,"10949 S Urbana Ave,Tulsa,OK"
144,2057087119,344990,4,1908,36.10521,4033 S 150th Ave E,74134,https://www.zillow.com/homedetails/4033-S-150th-Ave-E-Tulsa-OK-74134/2057087119_zpid/,-95.80849,2.0,0.0,0.0,0.0,2023.0,9191.16,1.0,SingleFamily,"4033 S 150th Ave E,Tulsa,OK"
145,2136233923,440000,4,2962,36.093853,4828 S 163rd East Ave,74134,https://www.zillow.com/homedetails/4828-S-163rd-East-Ave-Tulsa-OK-74134/2136233923_zpid/,-95.79599,3.0,0.0,0.0,0.0,2009.0,10454.4,1.0,SingleFamily,"4828 S 163rd East Ave,Tulsa,OK"
146,22145172,205000,4,1932,36.130028,7614 E 22nd Pl,74129,https://www.zillow.com/homedetails/7614-E-22nd-Pl-Tulsa-OK-74129/22145172_zpid/,-95.892075,1.0,1.0,0.0,0.0,1958.0,20168.28,1.0,SingleFamily,"7614 E 22nd Pl,Tulsa,OK"
147,22168237,1600000,4,5697,36.119823,2520 E 30th St,74114,https://www.zillow.com/homedetails/2520-E-30th-St-Tulsa-OK-74114/22168237_zpid/,-95.95387,3.0,1.0,0.0,0.0,1950.0,34543.08,2.0,SingleFamily,"2520 E 30th St,Tulsa,OK"
148,22242574,255000,4,1917,36.050514,8620 E 78th Pl,74133,https://www.zillow.com/homedetails/8620-E-78th-Pl-Tulsa-OK-74133/22242574_zpid/,-95.879364,2.0,0.0,0.0,0.0,1981.0,6185.52,1.0,SingleFamily,"8620 E 78th Pl,Tulsa,OK"
149,350934182,395000,4,3284,36.03834,8637 S 73rd East Ave,74133,https://www.zillow.com/homedetails/8637-S-73rd-East-Ave-Tulsa-OK-74133/350934182_zpid/,-95.89447,3.0,1.0,0.0,0.0,1983.0,17511.12,2.0,SingleFamily,"8637 S 73rd East Ave,Tulsa,OK"
150,351344990,375000,4,2959,36.01808,10018 S 86th East Ave,74133,https://www.zillow.com/homedetails/10018-S-86th-East-Ave-Tulsa-OK-74133/351344990_zpid/,-95.8813,2.0,1.0,0.0,0.0,1997.0,27007.2,2.0,SingleFamily,"10018 S 86th East Ave,Tulsa,OK"
151,2067196100,280000,4,2777,36.04293,8321 S 75th East Ave,74133,https://www.zillow.com/homedetails/8321-S-75th-East-Ave-Tulsa-OK-74133/2067196100_zpid/,-95.89264,3.0,0.0,0.0,0.0,1978.0,8842.68,2.0,SingleFamily,"8321 S 75th East Ave,Tulsa,OK"
152,22114715,340000,4,2095,36.131817,2143 S Erie Pl,74114,https://www.zillow.com/homedetails/2143-S-Erie-Pl-Tulsa-OK-74114/22114715_zpid/,-95.91478,0.0,0.0,0.0,0.0,1962.0,7753.68,1.0,SingleFamily,"2143 S Erie Pl,Tulsa,OK"
153,22121511,195000,4,2312,36.099186,2628 W 45th St,74107,https://www.zillow.com/homedetails/2628-W-45th-St-Tulsa-OK-74107/22121511_zpid/,-96.02248,2.0,0.0,0.0,0.0,1971.0,15289.56,1.0,SingleFamily,"2628 W 45th St,Tulsa,OK"
154,22152279,330000,4,2010,36.0791,5834 S Joplin Ave,74135,https://www.zillow.com/homedetails/5834-S-Joplin-Ave-Tulsa-OK-74135/22152279_zpid/,-95.91071,2.0,0.0,0.0,0.0,1961.0,58413.96,1.0,SingleFamily,"5834 S Joplin Ave,Tulsa,OK"
155,22157156,1246000,4,4140,36.10524,3951 S Delaware Ave,74105,https://www.zillow.com/homedetails/3951-S-Delaware-Ave-Tulsa-OK-74105/22157156_zpid/,-95.948845,3.0,1.0,0.0,0.0,1955.0,9016.92,1.0,SingleFamily,"3951 S Delaware Ave,Tulsa,OK"
156,22183898,190007,4,1104,36.157955,119 S 106th Ave E,74128,https://www.zillow.com/homedetails/119-S-106th-Ave-E-Tulsa-OK-74128/22183898_zpid/,-95.857994,2.0,0.0,0.0,0.0,1955.0,3789.72,1.0,SingleFamily,"119 S 106th Ave E,Tulsa,OK"
157,22223363,550000,4,3735,36.0116,4720 E 105th St S,74137,https://www.zillow.com/homedetails/4720-E-105th-St-S-Tulsa-OK-74137/22223363_zpid/,-95.92276,3.0,2.0,0.0,0.0,1984.0,10497.96,2.0,SingleFamily,"4720 E 105th St S,Tulsa,OK"
158,22223530,349900,4,2833,36.044685,8224 S Evanston Ave,74137,https://www.zillow.com/homedetails/8224-S-Evanston-Ave-Tulsa-OK-74137/22223530_zpid/,-95.94708,3.0,1.0,0.0,0.0,1993.0,10280.16,1.0,SingleFamily,"8224 S Evanston Ave,Tulsa,OK"
159,22232474,245000,4,2377,36.065132,9213 E 68th St S,74133,https://www.zillow.com/homedetails/9213-E-68th-St-S-Tulsa-OK-74133/22232474_zpid/,-95.87401,2.0,0.0,0.0,0.0,1977.0,18687.24,1.0,SingleFamily,"9213 E 68th St S,Tulsa,OK"
160,351725443,560000,4,4639,36.01118,10522 S 66th East Ave,74133,https://www.zillow.com/homedetails/10522-S-66th-East-Ave-Tulsa-OK-74133/351725443_zpid/,-95.90291,3.0,2.0,0.0,0.0,1979.0,7013.16,2.0,SingleFamily,"10522 S 66th East Ave,Tulsa,OK"
161,371841169,305900,4,2031,36.190426,2342 W 30th St,74127,https://www.zillow.com/homedetails/2342-W-30th-St-Tulsa-OK-74127/371841169_zpid/,-96.01836,2.0,0.0,0.0,0.0,2024.0,8276.4,1.0,SingleFamily,"2342 W 30th St,Tulsa,OK"
162,22119426,155000,4,1200,36.190716,2546 N Owasso Ave,74106,https://www.zillow.com/homedetails/2546-N-Owasso-Ave-Tulsa-OK-74106/22119426_zpid/,-95.97696,2.0,0.0,0.0,0.0,1940.0,18077.4,1.0,SingleFamily,"2546 N Owasso Ave,Tulsa,OK"
163,22127223,265000,4,2770,36.11003,3722 S Granite Ave,74135,https://www.zillow.com/homedetails/3722-S-Granite-Ave-Tulsa-OK-74135/22127223_zpid/,-95.91468,3.0,0.0,0.0,0.0,1960.0,8581.32,1.0,SingleFamily,"3722 S Granite Ave,Tulsa,OK"
164,22163055,485000,4,3362,36.079437,5810 S New Haven Ave,74135,https://www.zillow.com/homedetails/5810-S-New-Haven-Ave-Tulsa-OK-74135/22163055_zpid/,-95.93305,4.0,0.0,0.0,0.0,1965.0,6664.68,2.0,SingleFamily,"5810 S New Haven Ave,Tulsa,OK"
165,22232735,282000,4,1889,36.024014,8960 E 95th Pl,74133,https://www.zillow.com/homedetails/8960-E-95th-Pl-Tulsa-OK-74133/22232735_zpid/,-95.87409,2.0,0.0,0.0,0.0,1993.0,17772.48,1.0,SingleFamily,"8960 E 95th Pl,Tulsa,OK"
166,22241039,290000,4,2458,36.04913,7912 S 76th Ave E,74133,https://www.zillow.com/homedetails/7912-S-76th-Ave-E-Tulsa-OK-74133/22241039_zpid/,-95.89255,2.0,1.0,0.0,0.0,1990.0,13939.2,2.0,SingleFamily,"7912 S 76th Ave E,Tulsa,OK"
167,70507013,450000,4,3320,36.02663,9410 S 73rd Ave E,74133,https://www.zillow.com/homedetails/9410-S-73rd-Ave-E-Tulsa-OK-74133/70507013_zpid/,-95.894135,3.0,0.0,0.0,0.0,2005.0,96964.56,2.0,SingleFamily,"9410 S 73rd Ave E,Tulsa,OK"
168,81442677,159500,4,864,36.152493,5912 W 2nd St,74127,https://www.zillow.com/homedetails/5912-W-2nd-St-Tulsa-OK-74127/81442677_zpid/,-96.06159,1.0,0.0,0.0,0.0,1935.0,15115.32,1.0,SingleFamily,"5912 W 2nd St,Tulsa,OK"
169,22155318,881325,4,3391,36.110847,1043 E 36th Pl,74105,https://www.zillow.com/homedetails/1043-E-36th-Pl-Tulsa-OK-74105/22155318_zpid/,-95.97836,4.0,1.0,0.0,0.0,2023.0,8581.32,2.0,SingleFamily,"1043 E 36th Pl,Tulsa,OK"
170,22222073,526750,4,3521,36.006775,6818 E 108th St S,74133,https://www.zillow.com/homedetails/6818-E-108th-St-S-Tulsa-OK-74133/22222073_zpid/,-95.89981,3.0,0.0,0.0,0.0,1981.0,7013.16,2.0,SingleFamily,"6818 E 108th St S,Tulsa,OK"
171,22225117,365000,4,3544,36.01763,10033 S 69th Ave E,74133,https://www.zillow.com/homedetails/10033-S-69th-Ave-E-Tulsa-OK-74133/22225117_zpid/,-95.89926,2.0,1.0,0.0,0.0,1990.0,8537.76,1.0,SingleFamily,"10033 S 69th Ave E,Tulsa,OK"
172,22225165,310000,4,3033,36.01902,7009 E 100th St S,74133,https://www.zillow.com/homedetails/7009-E-100th-St-S-Tulsa-OK-74133/22225165_zpid/,-95.89823,2.0,1.0,0.0,0.0,1981.0,13982.76,2.0,SingleFamily,"7009 E 100th St S,Tulsa,OK"
173,22229924,510000,4,3556,35.999496,5908 E 113th St,74137,https://www.zillow.com/homedetails/5908-E-113th-St-Tulsa-OK-74137/22229924_zpid/,-95.9079,2.0,1.0,0.0,0.0,1991.0,7884.36,2.0,SingleFamily,"5908 E 113th St,Tulsa,OK"
174,22240825,305000,4,2682,36.05062,7803 S 80th Ave E,74133,https://www.zillow.com/homedetails/7803-S-80th-Ave-E-Tulsa-OK-74133/22240825_zpid/,-95.88675,2.0,1.0,0.0,0.0,1978.0,8842.68,1.0,SingleFamily,"7803 S 80th Ave E,Tulsa,OK"
175,384381335,240000,4,2059,36.086697,5193 S 33rd West Ave,74107,https://www.zillow.com/homedetails/5193-S-33rd-West-Ave-Tulsa-OK-74107/384381335_zpid/,-96.029015,2.0,0.0,0.0,0.0,1968.0,9104.04,1.0,SingleFamily,"5193 S 33rd West Ave,Tulsa,OK"
176,22183426,159000,4,1332,36.128162,8130 E 24th St,74129,https://www.zillow.com/homedetails/8130-E-24th-St-Tulsa-OK-74129/22183426_zpid/,-95.88534,0.0,0.0,0.0,0.0,1964.0,11717.639999999998,1.0,SingleFamily,"8130 E 24th St,Tulsa,OK"
177,179132526,494000,4,3477,36.097733,18604 E 45th Pl S,74134,https://www.zillow.com/homedetails/18604-E-45th-Pl-S-Tulsa-OK-74134/179132526_zpid/,-95.76902,3.0,1.0,0.0,0.0,2017.0,2178.0,2.0,SingleFamily,"18604 E 45th Pl S,Tulsa,OK"
178,22154821,449000,4,3284,36.09585,3762 E 47th St S,74135,https://www.zillow.com/homedetails/3762-E-47th-St-S-Tulsa-OK-74135/22154821_zpid/,-95.93293,3.0,0.0,0.0,0.0,1959.0,7666.56,2.0,SingleFamily,"3762 E 47th St S,Tulsa,OK"
179,58609189,342000,4,2299,36.020626,8404 E 98th Pl S,74133,https://www.zillow.com/homedetails/8404-E-98th-Pl-S-Tulsa-OK-74133/58609189_zpid/,-95.88285,2.0,1.0,0.0,0.0,2003.0,7187.4,2.0,SingleFamily,"8404 E 98th Pl S,Tulsa,OK"
180,22227826,315000,4,2798,36.05113,3145 E 78th Pl S,74136,https://www.zillow.com/homedetails/3145-E-78th-Pl-S-Tulsa-OK-74136/22227826_zpid/,-95.941986,3.0,0.0,0.0,0.0,1970.0,7492.32,1.0,SingleFamily,"3145 E 78th Pl S,Tulsa,OK"
181,22239793,432000,4,3129,36.0378,8622 S Fulton Ave,74137,https://www.zillow.com/homedetails/8622-S-Fulton-Ave-Tulsa-OK-74137/22239793_zpid/,-95.91523,2.0,1.0,0.0,0.0,1991.0,12545.28,2.0,SingleFamily,"8622 S Fulton Ave,Tulsa,OK"
182,89336709,440000,4,2846,36.123142,6715 W 27th St,74107,https://www.zillow.com/homedetails/6715-W-27th-St-Tulsa-OK-74107/89336709_zpid/,-96.06819,3.0,1.0,0.0,0.0,2020.0,10585.08,2.0,SingleFamily,"6715 W 27th St,Tulsa,OK"
183,89355271,430000,4,3073,36.100666,4322 S 185th East Ave,74134,https://www.zillow.com/homedetails/4322-S-185th-East-Ave-Tulsa-OK-74134/89355271_zpid/,-95.77042,3.0,0.0,0.0,0.0,2015.0,12545.28,2.0,SingleFamily,"4322 S 185th East Ave,Tulsa,OK"
184,244976886,900000,4,4164,36.018295,10024 S Hudson Ave,74137,https://www.zillow.com/homedetails/10024-S-Hudson-Ave-Tulsa-OK-74137/244976886_zpid/,-95.91519,4.0,1.0,0.0,0.0,2018.0,9191.16,2.0,SingleFamily,"10024 S Hudson Ave,Tulsa,OK"
185,351719209,425000,4,2207,35.982117,12463 S Maplewood Ave,74008,https://www.zillow.com/homedetails/12463-S-Maplewood-Ave-Bixby-OK-74008/351719209_zpid/,-95.90783,3.0,0.0,0.0,0.0,2024.0,10454.4,1.0,SingleFamily,"12463 S Maplewood Ave,Tulsa,OK"
186,365352285,365000,4,3544,36.017673,10033 S 69th East Ave,74133,https://www.zillow.com/homedetails/10033-S-69th-East-Ave-Tulsa-OK-74133/365352285_zpid/,-95.89926,2.0,1.0,0.0,0.0,1990.0,20168.28,2.0,SingleFamily,"10033 S 69th East Ave,Tulsa,OK"
187,2067198136,305000,4,2682,36.0506,7803 S 80th East Ave,74133,https://www.zillow.com/homedetails/7803-S-80th-East-Ave-Tulsa-OK-74133/2067198136_zpid/,-95.886765,2.0,1.0,0.0,0.0,1978.0,34543.08,2.0,SingleFamily,"7803 S 80th East Ave,Tulsa,OK"
188,22174078,328000,4,2392,36.084267,5423 S 72nd Ave E,74145,https://www.zillow.com/homedetails/5423-S-72nd-Ave-E-Tulsa-OK-74145/22174078_zpid/,-95.89543,2.0,1.0,0.0,0.0,1965.0,6185.52,1.0,SingleFamily,"5423 S 72nd Ave E,Tulsa,OK"
189,22232123,349900,4,2774,36.046078,8525 E 81st Pl,74133,https://www.zillow.com/homedetails/8525-E-81st-Pl-Tulsa-OK-74133/22232123_zpid/,-95.88061,2.0,1.0,0.0,0.0,1997.0,17511.12,2.0,SingleFamily,"8525 E 81st Pl,Tulsa,OK"
190,22239081,628000,4,4337,36.040905,8416 S Canton Ave,74137,https://www.zillow.com/homedetails/8416-S-Canton-Ave-Tulsa-OK-74137/22239081_zpid/,-95.918396,3.0,1.0,0.0,0.0,1991.0,27007.2,2.0,SingleFamily,"8416 S Canton Ave,Tulsa,OK"
